Alpha,Gamma,Epsilon,Average Reward
0.9,0.8,0.1,-0.1246
0.9,0.8,0.2,-0.1219
0.9,0.8,0.3,-0.1204
0.9,0.8,0.4,-0.1211
0.9,0.8,0.5,-0.127
0.9,0.8,0.6,-0.1115
0.9,0.8,0.7,-0.112
0.9,0.8,0.8,-0.1186
0.9,0.8,0.9,-0.149
0.9,0.8,1.0,-0.1184
0.9,0.9,0.1,-0.1295
0.9,0.9,0.2,-0.1096
0.9,0.9,0.3,-0.1274
0.9,0.9,0.4,-0.1159
0.9,0.9,0.5,-0.1253
0.9,0.9,0.6,-0.1139
0.9,0.9,0.7,-0.1199
0.9,0.9,0.8,-0.1361
0.9,0.9,0.9,-0.1416
0.9,0.9,1.0,-0.1201
0.9,1.0,0.1,-0.1223
0.9,1.0,0.2,-0.1321
0.9,1.0,0.3,-0.1231
0.9,1.0,0.4,-0.1187
0.9,1.0,0.5,-0.1019
0.9,1.0,0.6,-0.1245
0.9,1.0,0.7,-0.113
0.9,1.0,0.8,-0.1254
0.9,1.0,0.9,-0.1343
0.9,1.0,1.0,-0.1064
1.0,0.1,0.1,-0.1277
1.0,0.1,0.2,-0.1242
1.0,0.1,0.3,-0.1131
1.0,0.1,0.4,-0.1104
1.0,0.1,0.5,-0.1189
1.0,0.1,0.6,-0.1155
1.0,0.1,0.7,-0.1097
1.0,0.1,0.8,-0.1054
1.0,0.1,0.9,-0.1167
1.0,0.1,1.0,-0.118
1.0,0.2,0.1,-0.1062
1.0,0.2,0.2,-0.122
1.0,0.2,0.3,-0.1357
1.0,0.2,0.4,-0.1347
1.0,0.2,0.5,-0.137
1.0,0.2,0.6,-0.1185
1.0,0.2,0.7,-0.1206
1.0,0.2,0.8,-0.1313
1.0,0.2,0.9,-0.12
1.0,0.2,1.0,-0.1236
1.0,0.3,0.1,-0.1243
1.0,0.3,0.2,-0.1122
1.0,0.3,0.3,-0.1365
1.0,0.3,0.4,-0.1218
1.0,0.3,0.5,-0.1141
1.0,0.3,0.6,-0.1359
1.0,0.3,0.7,-0.1286
1.0,0.3,0.8,-0.116
1.0,0.3,0.9,-0.1424
1.0,0.3,1.0,-0.1175
1.0,0.4,0.1,-0.1207
1.0,0.4,0.2,-0.1298
1.0,0.4,0.3,-0.1087
1.0,0.4,0.4,-0.1094
1.0,0.4,0.5,-0.1208
1.0,0.4,0.6,-0.1084
1.0,0.4,0.7,-0.1385
1.0,0.4,0.8,-0.1158
1.0,0.4,0.9,-0.113
1.0,0.4,1.0,-0.1143
1.0,0.5,0.1,-0.1164
1.0,0.5,0.2,-0.1137
1.0,0.5,0.3,-0.1291
1.0,0.5,0.4,-0.1162
1.0,0.5,0.5,-0.106
1.0,0.5,0.6,-0.117
1.0,0.5,0.7,-0.1282
1.0,0.5,0.8,-0.1148
1.0,0.5,0.9,-0.129
1.0,0.5,1.0,-0.1153
1.0,0.6,0.1,-0.1203
1.0,0.6,0.2,-0.1084
1.0,0.6,0.3,-0.1257
1.0,0.6,0.4,-0.1089
1.0,0.6,0.5,-0.1198
1.0,0.6,0.6,-0.1224
1.0,0.6,0.7,-0.1304
1.0,0.6,0.8,-0.1215
1.0,0.6,0.9,-0.1215
1.0,0.6,1.0,-0.1484
1.0,0.7,0.1,-0.1155
1.0,0.7,0.2,-0.1184
1.0,0.7,0.3,-0.1111
1.0,0.7,0.4,-0.1289
1.0,0.7,0.5,-0.1299
1.0,0.7,0.6,-0.137
1.0,0.7,0.7,-0.1369
1.0,0.7,0.8,-0.1219
1.0,0.7,0.9,-0.1218
1.0,0.7,1.0,-0.1315
1.0,0.8,0.1,-0.1034
1.0,0.8,0.2,-0.1164
1.0,0.8,0.3,-0.1188
1.0,0.8,0.4,-0.1296
1.0,0.8,0.5,-0.1224
1.0,0.8,0.6,-0.1313
1.0,0.8,0.7,-0.11
1.0,0.8,0.8,-0.1081
1.0,0.8,0.9,-0.1236
1.0,0.8,1.0,-0.1172
1.0,0.9,0.1,-0.1281
1.0,0.9,0.2,-0.1308
1.0,0.9,0.3,-0.1331
1.0,0.9,0.4,-0.1188
1.0,0.9,0.5,-0.1267
1.0,0.9,0.6,-0.0991
1.0,0.9,0.7,-0.1264
1.0,0.9,0.8,-0.1169
1.0,0.9,0.9,-0.1444
1.0,0.9,1.0,-0.1309
1.0,1.0,0.1,-0.1307
1.0,1.0,0.2,-0.1168
1.0,1.0,0.3,-0.1315
1.0,1.0,0.4,-0.1174
1.0,1.0,0.5,-0.1265
1.0,1.0,0.6,-0.1218
1.0,1.0,0.7,-0.1296
1.0,1.0,0.8,-0.1107
1.0,1.0,0.9,-0.1179
1.0,1.0,1.0,-0.1229
